District_Name,SCHOOL,Gender,2011 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2012 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2013 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2014 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2015 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points
MBARARA,,MALE,36,25,52.8,22.2,0,0,44,9.1,65.9,22.7,2.3,0,82,41.5,39,17.1,2.4,43,37.2,51.2,11.6,0,34,27.7,44.1,20.6,0
MBARARA,MBARARA CENTRAL HIGH SCHOOL,FEMALE,9,66.7,33.3,0,0,0,24,54.2,37.5,8.3,0,0,24,83.3,16.7,0,0,15,73.3,20,6.7,0,11,64.8,18.2,9.1,0
MBARARA,,MALE,37,48.6,45.9,2.7,2.7,0,28,39.3,53.6,7.1,0,0,36,66.7,33.3,0,0,24,58.3,37.5,4.2,0,17,66.8,11.8,5.9,0
MBARARA,MBARARA COLLEGE,FEMALE,11,54.5,45.5,0,0,0,5,60,40,0,0,0,10,100,0,0,0,5,80,0,20,0,4,52.9,25,0,0
MBARARA,,MALE,21,90.5,9.5,0,0,0,16,68.8,18.8,6.3,6.3,0,22,90.9,9.1,0,0,13,84.6,15.4,0,0,17,59.7,11.8,0,0
MBARARA,MBARARA GIRLS SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,41,29.3,46.3,22,2.4,32,26.4,43.8,28.1,0
MBARARA,MBARARA HALL, ,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,100,0,0,0
MBARARA,,FEMALE,5,60,20,20,0,0,5,80,0,0,20,0,22,81.8,9.1,9.1,0,29,79.3,13.8,6.9,0,16,72.6,12.5,0,0
MBARARA,,MALE,25,72,20,8,0,0,27,55.6,37,3.7,3.7,0,56,71.4,21.4,3.6,3.6,54,68.5,20.4,7.4,3.7,45,65.6,22.2,0,0
MBARARA,MBARARA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,100,0,0
MBARARA,,MALE,135,0.7,2.2,5.9,51.1,40,198,0,3.5,17.7,53,25.8,374,1.6,15.5,48.1,34.8,208,2.4,11.1,45.2,41.3,262,7.6,40.1,39.3,13
MBARARA,MBARARA MODERN SECONDARY SCHOOL,FEMALE,38,13.2,57.9,26.3,2.6,0,33,12.1,54.5,27.3,6.1,0,40,40,50,10,0,21,42.9,57.1,0,0,18,66.7,27.8,5.6,0
MBARARA,,MALE,38,7.9,55.3,34.2,2.6,0,49,14.3,42.9,36.7,6.1,0,76,39.5,47.4,10.5,2.6,45,31.1,55.6,11.1,2.2,32,48.1,37.5,6.3,0
MBARARA,MBARARA SECONDARY SCHOOL,FEMALE,21,23.8,52.4,19,4.8,0,16,56.3,37.5,6.3,0,0,56,57.1,35.7,7.1,0,46,52.2,37,8.7,2.2,43,73.7,16.3,4.7,0
MBARARA,,MALE,38,23.7,47.4,28.9,0,0,46,26.1,52.2,15.2,6.5,0,154,55.8,36.4,7.8,0,97,56.7,26.8,14.4,2.1,90,48.5,40,3.3,1.1
MBARARA,MWIZI SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,10,80,20,0,0,6,33.3,66.7,0,0,4,75,25,0,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,40,65,35,0,0,5,80,20,0,0,10,61.8,30,0,0
MBARARA,NGABO ACADEMY OF SCIENCE &amp; DEVELOPMENT,FEMALE,14,64.3,21.4,14.3,0,0,14,42.9,35.7,7.1,14.3,0,64,78.1,18.8,3.1,0,14,78.6,21.4,0,0,7,58.9,14.3,0,0
MBARARA,,MALE,29,51.7,37.9,10.3,0,0,36,36.1,58.3,5.6,0,0,174,81.6,17.2,1.1,0,52,80.8,19.2,0,0,26,41,30.8,0,0
MBARARA,NOMBE SECONDARY SCHOOL,FEMALE,10,80,20,0,0,0,29,37.9,55.2,3.4,3.4,0,24,58.3,16.7,25,0,13,69.2,15.4,15.4,0,20,35,60,5,0
MBARARA,,MALE,14,35.7,35.7,21.4,7.1,0,29,34.5,58.6,3.4,3.4,0,56,75,25,0,0,36,41.7,38.9,13.9,5.6,26,36.5,46.2,7.7,0
MBARARA,NTARE SCHOOL,MALE,147,0,1.4,4.1,38.1,56.5,132,0,1.5,9.8,36.4,52.3,326,1.2,9.2,38,51.5,186,0,6.5,28,65.6,151,0,8.6,60.3,31.1
MBARARA,NYAKAYOJO SECONDARY SCHOOL,FEMALE,40,17.5,57.5,20,5,0,17,17.6,52.9,29.4,0,0,52,84.6,15.4,0,0,22,31.8,63.6,4.5,0,20,55.7,35,5,0
MBARARA,,MALE,42,16.7,66.7,11.9,4.8,0,46,26.1,47.8,23.9,2.2,0,120,56.7,35,8.3,0,45,46.7,42.2,11.1,0,51,48.4,43.1,2,0
MBARARA,NYAMITANGA SECONDARY SCHOOL,FEMALE,33,33.3,48.5,18.2,0,0,32,12.5,50,34.4,3.1,0,78,41,48.7,7.7,2.6,14,57.1,42.9,0,0,13,40.2,38.5,0,0
MBARARA,,MALE,48,25,52.1,14.6,6.3,2.1,30,16.7,26.7,43.3,13.3,0,98,36.7,44.9,18.4,0,35,40,37.1,22.9,0,19,64.5,15.8,5.3,0
MBARARA,RUSHANJE GIRLS SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,20,80,20,0,0,11,45.5,45.5,0,9.1,13,40.7,46.2,7.7,0
MBARARA,RUTOOMA SECONDARY SCHOOL,FEMALE,7,71.4,28.6,0,0,0,20,75,25,0,0,0,32,87.5,12.5,0,0,16,93.8,6.3,0,0,21,67.1,14.3,0,0
MBARARA,,MALE,37,40.5,40.5,16.2,2.7,0,51,52.9,35.3,9.8,2,0,104,73.1,26.9,0,0,39,59,41,0,0,29,66.3,24.1,3.4,0
MBARARA,RWAMPALA COMPREHENSIVE SECONDARY SCHOOL,FEMALE,1,0,100,0,0,0,1,0,100,0,0,0,10,40,60,0,0,7,71.4,28.6,0,0,2,50,50,0,0
MBARARA,,MALE,20,30,70,0,0,0,23,52.2,34.8,4.3,8.7,0,32,50,43.8,6.3,0,13,84.6,15.4,0,0,12,76,8.3,8.3,0
MBARARA,RWANTSINGA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,3,100,0,0,0,3,33.3,66.7,0,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,12,83.3,16.7,0,0,8,42.5,50,0,0
MBARARA,RWENTOJO SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,9,44.4,33.3,22.2,0,12,41.7,50,8.3,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6,33.3,50,16.7,0,9,22.2,55.6,22.2,0
MBARARA,SENTAH COLLEGE,FEMALE,34,11.8,44.1,44.1,0,0,31,0,45.2,51.6,3.2,0,70,22.9,60,17.1,0,27,25.9,59.3,14.8,0,18,17.2,50,22.2,5.6
MBARARA,,MALE,51,13.7,41.2,39.2,5.9,0,46,6.5,32.6,41.3,19.6,0,112,25,44.6,26.8,3.6,53,17,32.1,37.7,13.2,53,34.6,47.2,13.2,1.9
MBARARA,"SHUHADAE ISLAMIC SCHOOL,MBARARA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,10,20,60,20,0,9,22.2,66.7,11.1,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,10,20,50,30,0,11,27.3,36.4,36.4,0
MBARARA,"ST.ANDREW'S SECONDARY SCHOOL,RUBINDI",FEMALE,10,30,50,10,10,0,15,60,40,0,0,0,34,76.5,23.5,0,0,23,26.1,65.2,8.7,0,17,48.1,47.1,0,0
MBARARA,,MALE,28,32.1,53.6,10.7,0,3.6,48,35.4,50,12.5,2.1,0,112,67.9,25,7.1,0,46,47.8,41.3,10.9,0,33,43.2,42.4,9.1,0
MBARARA,ST.ANNE'S VOCATIONAL SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,100,0,0,0,5,70,20,0,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,14,71.4,28.6,0,0,12,86.5,0,0,0
MBARARA,"ST.JOSEPH'S VOCATIONAL SCHOOL,MBARARA",MALE,70,0,10,38.6,40,11.4,69,1.4,26.1,26.1,37.7,8.7,156,1.3,15.4,56.4,26.9,93,2.2,12.9,55.9,29,105,2.9,46.7,47.6,2.9
MBARARA,"ST.PATRICK'S HIGH SCHOOL,KATUKURU",FEMALE,13,23.1,61.5,15.4,0,0,12,50,41.7,8.3,0,0,26,76.9,23.1,0,0,5,80,20,0,0,2,100,0,0,0
MBARARA,,MALE,25,28,68,4,0,0,12,0,91.7,8.3,0,0,76,71.1,28.9,0,0,17,82.4,17.6,0,0,12,84,8.3,0,0
MBARARA,ST.PAUL'S BIHARWE HIGH SCHOOL,FEMALE,,0,0,0,0,0,8,0,50,50,0,0,38,52.6,36.8,10.5,0,14,42.9,42.9,14.3,0,13,55.2,38.5,0,0
MBARARA,,MALE,,0,0,0,0,0,14,7.1,14.3,50,28.6,0,18,11.1,66.7,22.2,0,19,10.5,63.2,21.1,5.3,8,100,0,0,0
MBARARA,"ST.PAUL'S SECONDARY SCHOOL,KAGONGI",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,2,0,100,0,0,1,0,100,0,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,26,42.3,38.5,19.2,0,3,36.8,33.3,0,0
MBARARA,"ST.PETER'S SECONDARY SCHOOL,KATUKURU",FEMALE,9,44.4,55.6,0,0,0,10,60,40,0,0,0,14,28.6,71.4,0,0,8,25,75,0,0,15,66.7,26.7,6.7,0
MBARARA,,MALE,17,29.4,47.1,23.5,0,0,23,26.1,43.5,30.4,0,0,36,27.8,55.6,16.7,0,16,50,31.3,18.8,0,17,48.9,29.4,11.8,0
MBARARA,"STANDARD HIGH SCHOOL,MBARARA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6,100,0,0,0,11,90.4,0,0,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,24,87.5,12.5,0,0,29,92.2,0,0,0
MBARARA,"TROPICAL SECONDARY SCHOOL,BWIZIBWERA",FEMALE,4,50,50,0,0,0,10,50,50,0,0,0,46,73.9,26.1,0,0,6,50,50,0,0,3,33.3,33.3,33.3,0
MBARARA,,MALE,20,55,45,0,0,0,26,23.1,69.2,7.7,0,0,52,61.5,34.6,3.8,0,10,40,50,10,0,15,73.3,20,6.7,0
MBARARA,"UNIVERSAL COLLEGE,MBARARA",FEMALE,7,71.4,28.6,0,0,0,4,75,25,0,0,0,10,100,0,0,0,3,100,0,0,0,1,100,0,0,0
MBARARA,,MALE,31,61.3,32.3,6.5,0,0,26,50,46.2,3.8,0,0,46,95.7,4.3,0,0,15,93.3,6.7,0,0,10,70.8,20,0,0
MBARARA,"VIENNA HIGH SCHOOL,MBARARA",FEMALE,29,31,55.2,13.8,0,0,48,52.1,41.7,6.3,0,0,46,60.9,39.1,0,0,27,66.7,29.6,3.7,0,21,64.8,14.3,0,0
MBARARA,,MALE,61,27.9,41,27.9,3.3,0,53,30.2,50.9,18.9,0,0,78,76.9,20.5,2.6,0,38,71.1,26.3,2.6,0,31,60.7,19.4,0,0
MBARARA,"WELDEN SCHOOL,MBARARA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,53,67.9,26.4,5.7,0
MBARARA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,107,57.9,31.8,8.4,1.9
MBARARA,"WESTERN COLLEGE,MBARARA",FEMALE,17,41.2,52.9,5.9,0,0,18,44.4,38.9,16.7,0,0,62,67.7,32.3,0,0,40,65,25,10,0,18,67.3,27.8,0,0
MBARARA,,MALE,36,47.2,52.8,0,0,0,48,47.9,33.3,18.8,0,0,100,54,40,6,0,52,53.8,38.5,7.7,0,51,50.4,39.2,3.9,0
MBARARA Total,,,2498,28.4,37.6,16.1,11,6.8,2776,28.8,35.4,18.5,12.2,5.2,5770,46.6,28.8,16.4,8.2,2894,39.3,30.2,19.7,10.9,2768,40.3,33.8,16.1,3.9
IBANDA,"ALLIANCE SECONDARY SCHOOL,IBANDA",FEMALE,49,16.3,46.9,20.4,16.3,0,50,12,30,36,18,4,130,15.4,58.5,21.5,4.6,76,26.3,50,21.1,2.6,54,41.3,42.6,13,0
IBANDA,,MALE,73,15.1,34.2,27.4,20.5,2.7,76,5.3,26.3,43.4,17.1,7.9,198,20.2,32.3,34.3,13.1,91,24.2,31.9,30.8,13.2,110,22.7,49.1,24.5,3.6
IBANDA,BIGYERA HALL,FEMALE,6,83.3,16.7,0,0,0,9,22.2,55.6,22.2,0,0,40,80,15,5,0,11,36.4,45.5,18.2,0,3,66.7,33.3,0,0
IBANDA,,MALE,23,39.1,52.2,8.7,0,0,36,44.4,33.3,19.4,2.8,0,86,67.4,27.9,4.7,0,48,62.5,22.9,14.6,0,9,56.5,22.2,0,0
IBANDA,BIGYERA SECONDARY SCHOOL,FEMALE,29,51.7,44.8,3.4,0,0,32,28.1,46.9,25,0,0,44,63.6,27.3,9.1,0,20,50,30,20,0,25,40,52,8,0
IBANDA,,MALE,51,11.8,80.4,7.8,0,0,56,16.1,55.4,23.2,5.4,0,76,50,39.5,10.5,0,48,37.5,50,12.5,0,40,48.2,37.5,10,0
IBANDA,"CITIZENS SEC. SCHOOL,IBANDA",FEMALE,110,7.3,29.1,43.6,17.3,2.7,135,13.3,43,30.4,11.1,2.2,204,21.6,44.1,29.4,4.9,131,10.7,38.2,28.2,22.9,102,12.9,49,32.4,4.9
IBANDA,,MALE,109,10.1,23.9,34.9,23.9,7.3,142,10.6,24.6,37.3,23.2,4.2,246,22.8,34.1,34.1,8.9,116,4.3,22.4,33.6,39.7,132,13.8,31.1,41.7,12.9
IBANDA,"EQUATORIAL COLLEGE,IBANDA",FEMALE,18,22.2,44.4,27.8,5.6,0,25,4,60,20,16,0,28,7.1,71.4,21.4,0,25,0,60,32,8,28,37.3,39.3,17.9,0
IBANDA,,MALE,25,8,36,48,8,0,64,18.8,25,37.5,12.5,6.3,70,22.9,37.1,37.1,2.9,30,16.7,30,46.7,6.7,38,29.4,39.5,26.3,2.6
IBANDA,IBANDA PROGRESSIVE SECONDARY SCHOOL,FEMALE,10,80,20,0,0,0,8,25,62.5,12.5,0,0,26,69.2,30.8,0,0,2,100,0,0,0,3,66.7,33.3,0,0
IBANDA,,MALE,27,63,33.3,3.7,0,0,17,23.5,52.9,23.5,0,0,66,69.7,24.2,6.1,0,22,77.3,22.7,0,0,17,41.8,52.9,0,0
IBANDA,IBANDA SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,100,0,0,0
IBANDA,,MALE,70,5.7,37.1,37.1,17.1,2.9,81,8.6,22.2,37,25.9,6.2,160,17.5,42.5,23.8,16.3,70,12.9,58.6,25.7,2.9,50,14,50,34,2
IBANDA,ISHONGORORO HIGH SCHOOL,FEMALE,10,60,20,20,0,0,12,25,50,25,0,0,22,72.7,27.3,0,0,15,40,53.3,6.7,0,6,66.7,16.7,16.7,0
IBANDA,,MALE,25,20,64,12,4,0,53,32.1,43.4,20.8,3.8,0,100,50,38,10,2,25,60,36,4,0,18,17.1,61.1,16.7,0
IBANDA,KAGONGO PARENTS SCHOOL,FEMALE,8,50,50,0,0,0,9,22.2,55.6,11.1,11.1,0,36,50,44.4,5.6,0,20,55,25,20,0,12,67.8,16.7,8.3,0
IBANDA,,MALE,29,41.4,34.5,20.7,3.4,0,28,46.4,50,3.6,0,0,50,56,36,4,4,26,34.6,38.5,26.9,0,17,53.6,35.3,5.9,0
IBANDA,KAGONGO SECONDARY SCHOOL,FEMALE,8,62.5,37.5,0,0,0,12,33.3,58.3,8.3,0,0,46,69.6,21.7,8.7,0,11,63.6,36.4,0,0,15,59.9,0,6.7,0
IBANDA,,MALE,19,36.8,57.9,0,5.3,0,41,34.1,51.2,9.8,4.9,0,70,60,31.4,8.6,0,43,46.5,39.5,14,0,43,50.7,39.5,2.3,0
IBANDA,KIBUBURA GIRLS' SECONDARY SCHOOL,FEMALE,55,5.5,27.3,49.1,14.5,3.6,68,1.5,25,48.5,25,0,132,24.2,51.5,22.7,1.5,72,9.7,47.2,37.5,5.6,60,6.7,48.3,41.7,3.3
IBANDA,MWAMBA SECONDARY SCHOOL,FEMALE,10,20,60,20,0,0,10,20,40,30,10,0,12,33.3,66.7,0,0,16,43.8,43.8,12.5,0,9,55.6,44.4,0,0
IBANDA,,MALE,24,33.3,54.2,8.3,4.2,0,17,29.4,52.9,17.6,0,0,60,46.7,43.3,10,0,15,33.3,46.7,20,0,14,43.6,42.9,7.1,0
IBANDA,NYABUHIKYE SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,100,0,0,0,4,95,0,0,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,14,57.1,35.7,7.1,0,7,47.6,28.6,14.3,0
IBANDA,"NYAKATUKURA MEM. SECONDARY SCHOOL,IBANDA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,24,50,41.7,8.3,0,19,57.9,36.8,5.3,0,20,48.2,40,5,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,28,50,42.9,7.1,0,34,55.9,29.4,14.7,0,33,32.4,63.6,0,0
IBANDA,NYAMAREBE SEED SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,8,100,0,0,0,5,80,20,0,0,2,100,0,0,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,44,86.4,13.6,0,0,17,41.2,58.8,0,0,7,28.6,57.1,14.3,0
IBANDA,NYARUKIIKA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,50,50,0,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,12,16.7,50,33.3,0,15,17.8,46.7,26.7,0
IBANDA,"OXFORD SECONDARY SCHOOL,IBANDA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,10,60,30,10,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,14,50,28.6,21.4,0
IBANDA,RWENKOBWA SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,18,88.9,11.1,0,0,6,83.3,0,16.7,0,4,53.6,25,0,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,42,61.9,38.1,0,0,18,44.4,27.8,22.2,5.6,18,40.2,44.4,11.1,0
IBANDA,"ST.ANNE'S SECONDARY SCHOOL,KIHANI",FEMALE,9,44.4,55.6,0,0,0,14,50,35.7,14.3,0,0,4,50,50,0,0,11,72.7,27.3,0,0,5,4.7,40,20,0
IBANDA,,MALE,22,27.3,54.5,13.6,4.5,0,57,29.8,43.9,19.3,7,0,36,72.2,22.2,5.6,0,37,67.6,27,5.4,0,10,70.6,10,10,0
IBANDA,"ST.LAWRENCE HIGH SCHOOL,IBANDA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,14,71.4,28.6,0,0
IBANDA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,32,68.8,25,6.3,0
IBANDA Total,,,819,20.8,39.6,25.9,11.7,2.1,1052,18.1,37.1,29.7,12.7,2.5,2106,38.8,37.6,18.9,4.7,1107,30.8,37.7,22.4,9.1,1005,31.1,40.9,21,3
KAMULI  ,BALAWOLI SECONDARY SCHOOL,FEMALE,3,66.7,33.3,0,0,0,3,66.7,33.3,0,0,0,10,60,40,0,0,3,100,0,0,0,2,4.8,50,0,0
KAMULI  ,,MALE,22,40.9,40.9,18.2,0,0,11,45.5,45.5,9.1,0,0,24,58.3,33.3,8.3,0,7,28.6,57.1,14.3,0,9,45.8,44.4,0,0
KAMULI  ,"BRIGHT COLLEGE,NAWANENDE",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8,100,0,0,0,4,66.7,0,0,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8,75,25,0,0,15,53.3,46.7,0,0
KAMULI  ,BUGULUMBYA SECONDARY SCHOOL,FEMALE,7,28.6,71.4,0,0,0,6,16.7,83.3,0,0,0,6,33.3,66.7,0,0,4,75,25,0,0,3,7.7,33.3,0,0
KAMULI  ,,MALE,9,33.3,44.4,22.2,0,0,17,35.3,52.9,11.8,0,0,42,85.7,14.3,0,0,21,85.7,14.3,0,0,25,68.9,28,0,0
KAMULI  ,BUSOGA HIGH SCHOOL,FEMALE,47,10.6,51.1,23.4,14.9,0,30,26.7,46.7,16.7,10,0,98,24.5,42.9,30.6,2,26,34.6,42.3,19.2,3.8,15,20,66.7,13.3,0
KAMULI  ,,MALE,97,6.2,59.8,22.7,11.3,0,87,23,48.3,24.1,1.1,3.4,134,29.9,50.7,14.9,4.5,36,19.4,47.2,30.6,2.8,43,25.6,62.8,9.3,2.3
KAMULI  ,BUZAYA SECONDARY SCHOOL,FEMALE,15,40,46.7,13.3,0,0,15,26.7,60,13.3,0,0,48,58.3,29.2,12.5,0,13,53.8,38.5,7.7,0,3,66.7,33.3,0,0
KAMULI  ,,MALE,54,35.2,44.4,14.8,5.6,0,48,33.3,52.1,10.4,4.2,0,74,37.8,51.4,8.1,2.7,49,55.1,22.4,16.3,6.1,25,28,52,20,0
KAMULI  ,"CENTRAL COLLEGE,KAMULI",FEMALE,49,6.1,42.9,36.7,14.3,0,40,22.5,40,27.5,10,0,54,33.3,48.1,18.5,0,27,11.1,29.6,40.7,18.5,14,7.1,71.4,21.4,0
KAMULI  ,,MALE,87,23,26.4,36.8,11.5,2.3,95,18.9,38.9,28.4,13.7,0,90,33.3,55.6,11.1,0,41,17.1,43.9,31.7,7.3,42,23.8,45.2,31,0
KAMULI  ,"GREEN HILL COLLEGE,BULOPA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,18,77.8,22.2,0,0,4,100,0,0,0,3,100,0,0,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,38,68.4,26.3,5.3,0,6,16.7,83.3,0,0,7,44.8,42.9,0,0
KAMULI  ,KAMULI COLLEGE,FEMALE,,0,0,0,0,0,7,28.6,42.9,14.3,14.3,0,12,66.7,16.7,16.7,0,8,75,25,0,0,6,50,50,0,0
KAMULI  ,,MALE,,0,0,0,0,0,23,60.9,21.7,17.4,0,0,60,36.7,46.7,16.7,0,28,42.9,39.3,14.3,3.6,29,52.4,27.6,17.2,0
KAMULI  ,KAMULI GIRLS COLLEGE,FEMALE,,0,0,0,0,0,,0,0,0,0,0,20,20,50,30,0,11,72.7,27.3,0,0,11,27.3,45.5,27.3,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,2,100,0,0,0,,0,0,0,0,,0,0,0,0
KAMULI  ,KAMULI PROGRESSIVE COLLEGE,FEMALE,19,21.1,63.2,15.8,0,0,30,30,50,20,0,0,62,64.5,35.5,0,0,33,42.4,36.4,21.2,0,30,47.2,36.7,13.3,0
KAMULI  ,,MALE,61,31.1,45.9,16.4,6.6,0,68,23.5,48.5,25,2.9,0,256,57,37.5,5.5,0,84,45.2,32.1,21.4,1.2,74,40.1,37.8,14.9,1.4
KAMULI  ,KASAMBIRA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,28,42.9,50,7.1,0,1,100,0,0,0,5,60,40,0,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,54,55.6,37,7.4,0,20,60,35,5,0,13,47.3,46.2,0,0
KAMULI  ,KISOZI PROGRESSIVE SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,7,57.1,28.6,14.3,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,11,45.5,45.5,9.1,0
KAMULI  ,KYABAZINGA COLLEGE,FEMALE,7,28.6,71.4,0,0,0,2,50,50,0,0,0,20,90,10,0,0,,0,0,0,0,,0,0,0,0
KAMULI  ,,MALE,21,38.1,42.9,14.3,4.8,0,29,44.8,41.4,13.8,0,0,62,93.5,6.5,0,0,,0,0,0,0,,0,0,0,0
KAMULI  ,LUZINGA SECONDARY SCHOOL,FEMALE,3,0,100,0,0,0,3,33.3,66.7,0,0,0,18,88.9,11.1,0,0,4,25,25,50,0,3,36.6,33.3,0,0
KAMULI  ,,MALE,8,25,25,50,0,0,14,28.6,42.9,28.6,0,0,82,75.6,22,2.4,0,20,50,40,10,0,22,37,54.5,4.5,0
KAMULI  ,MATUUMU SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,6,50,50,0,0,0,16,12.5,75,12.5,0,6,66.7,16.7,16.7,0,4,75,25,0,0
KAMULI  ,,MALE,,0,0,0,0,0,25,40,36,20,4,0,32,68.8,25,6.3,0,11,45.5,45.5,9.1,0,19,36.8,57.9,5.3,0
KAMULI  ,"MUSTARD SEED SECONDARY SCHOOL,BUSOTA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,8,50,50,0,0,5,60,20,20,0,15,36.9,40,20,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,24,66.7,25,8.3,0,8,37.5,62.5,0,0,20,23.8,60,10,0
KAMULI  ,NAMASAGALI COLLEGE,FEMALE,7,0,100,0,0,0,6,66.7,33.3,0,0,0,28,71.4,21.4,7.1,0,11,100,0,0,0,7,73.1,14.3,0,0
KAMULI  ,,MALE,17,47.1,41.2,11.8,0,0,19,42.1,47.4,10.5,0,0,56,60.7,32.1,7.1,0,16,75,12.5,12.5,0,18,61.9,22.2,11.1,0
KAMULI  ,ST.JOHN BOSCO KAMULI SECONDARY SCHOOL,FEMALE,11,27.3,54.5,18.2,0,0,15,60,26.7,13.3,0,0,34,52.9,41.2,5.9,0,11,81.8,18.2,0,0,8,25,62.5,12.5,0
KAMULI  ,,MALE,38,44.7,36.8,18.4,0,0,49,44.9,46.9,6.1,2,0,52,61.5,26.9,7.7,3.8,22,68.2,27.3,4.5,0,25,30.2,48,8,0
KAMULI  ,"ST.PAUL'S SECONDARY SCHOOL,MBULAMUTI",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,50,50,0,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,16,56.3,37.5,6.3,0
KAMULI  ,"ST.PETER'S SECONDARY SCHOOL,NAMWENDWA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,10,80,20,0,0,5,60,40,0,0,3,38.9,33.3,0,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,38,73.7,21.1,5.3,0,24,50,37.5,12.5,0,13,41.1,38.5,7.7,0
KAMULI  ,"STANDARD CENTRAL COLLEGE,NAMWENDWA",FEMALE,3,66.7,33.3,0,0,0,3,100,0,0,0,0,2,100,0,0,0,1,100,0,0,0,1,0,100,0,0
KAMULI  ,,MALE,21,66.7,19,14.3,0,0,28,46.4,50,3.6,0,0,20,100,0,0,0,9,88.9,11.1,0,0,13,63.7,23.1,0,0
